web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Pages
"1693420474-11","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34631%2C18.0420284&amp;size=640x350&amp;zoom=14&amp;signature=tbWaqpZuDHELJT-EPNDI0JMaYMo=""/>Såld 2022-08-10Dalagatan 86D, 2 trLägenhetVasastan, Stockholms kommun<img alt=""SMH Living"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6b/e4/6be45472cdf915b6ba385b9332a573de.png""/>38 m²1 rum2 236 kr/månHissSlutpris 3 450 000 kr-1 %90 789 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-dalagatan-86d,-2-tr-3194695478329245547","Slutpris
  Dalagatan 86D, 2 tr","10 augusti 2022","3 450 000 kr","3 495 000 kr","Lägenhet","Bostadsrätt","1 rum","38 m²","Nej","2 av 5, hiss finns","","2 236 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420482-12","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3475456%2C18.0638142&amp;size=640x350&amp;zoom=14&amp;signature=8_kIrmLC3MuqafGtGnj9SEZ3PY4=""/>Såld 2022-08-10Valhallavägen 42LägenhetVasastan/Östermalm, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>33 m²1 rum1 836 kr/månHissSlutpris 3 020 000 kr+8 %91 515 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-ostermalm-stockholms-kommun-valhallavagen-42-8219743839938442250","Slutpris
  Valhallavägen 42","10 augusti 2022","3 020 000 kr","2 795 000 kr","Lägenhet","Bostadsrätt","1 rum","33 m²","Nej","1 av 5, hiss finns","1907","1 836 kr/mån","5 880 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420490-13","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.32945%2C18.0477&amp;size=640x350&amp;zoom=14&amp;signature=WHoJdSGpv27ouNWjGmEX23Jue1c=""/>Såld 2022-08-10Bergsgatan 14, BVLägenhetKungsholmen, Stockholms kommun29 m²1 rum1 268 kr/månSlutpris 2 750 000 kr±0 %94 828 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-bergsgatan-14,-bv-1805144340585583594","Slutpris
  Bergsgatan 14, BV","10 augusti 2022","2 750 000 kr","2 750 000 kr","Lägenhet","Bostadsrätt","1 rum","29 m²","Nej","","1907","1 268 kr/mån","3 032 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420498-14","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3480949%2C18.06252&amp;size=640x350&amp;zoom=14&amp;signature=k5qKT-nGjUP5FJYSlvn1KOnOQIg=""/>Såld 2022-08-11<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/10/14/101472033fc204256819348b232964cc.jpg""/>Valhallavägen 22C, 4 trLägenhetÖstermalm - Vasastan, Stockholms kommun<img alt=""Innerstadsspecialisten Stockholm AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/c9/5d/c95d4747f3ed25d9c044a37d6d974aa4.png""/>37 m²1 rum2 111 kr/månHissSlutpris 3 700 000 kr+6 %100 000 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-vasastan-stockholms-kommun-valhallavagen-22c,-4-tr-1911112634761780556","Slutpris
  Valhallavägen 22C, 4 tr","11 augusti 2022","3 700 000 kr","3 500 000 kr","Lägenhet","Bostadsrätt","1 rum","37 m²","Nej","4 av 5, hiss finns","1911","2 111 kr/mån","6 300 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420506-15","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3446352%2C18.0372311&amp;size=640x350&amp;zoom=14&amp;signature=D_uN0Ywd97gHJ4iO2kfhBaqEuOc=""/>Såld 2022-08-11<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/0a/c7/0ac7b29f24a3a8131c7861f1713b8b34.png""/>AndreasKöhlerHedemoratäppan 2LägenhetVasastan, Stockholms kommun<img alt=""SkandiaMäklarna Stockholm Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg""/>32 m²1 rum1 898 kr/månSlutpris 3 250 000 kr+9 %101 563 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-hedemoratappan-2-4715172814988226490","Slutpris
  Hedemoratäppan 2","11 augusti 2022","3 250 000 kr","2 995 000 kr","Lägenhet","Bostadsrätt","1 rum","32 m²","","","1925","1 898 kr/mån","4 440 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420514-16","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3451832147%2C18.0337199422&amp;size=640x350&amp;zoom=14&amp;signature=zNajt3IdwHErtRIPwoG0UcZyXnQ=""/>Såld 2022-08-11Torbjörn Klockares gata 13, 3trLägenhetVasastan - Röda Bergen, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>23 m²1 rum1 450 kr/månHissSlutpris 2 790 000 kr+12 %121 304 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-roda-bergen-stockholms-kommun-torbjorn-klockares-gata-13,-3tr-9190386923849345686","Slutpris
  Torbjörn Klockares gata 13, 3tr","11 augusti 2022","2 790 000 kr","2 495 000 kr","Lägenhet","Bostadsrätt","1 rum","23 m²","","3 av 4, hiss finns","1925","1 450 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420522-17","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33661%2C18.0641575&amp;size=640x350&amp;zoom=14&amp;signature=0a130NNtzMnxmUo-d3qLp3JP2BI=""/>Såld 2022-08-12Luntmakargatan 10LägenhetVasastan/Norrmalm, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>24 m²1 rum2 065 kr/månUteplatsSlutpris 2 850 000 kr+6 %118 750 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-norrmalm-stockholms-kommun-luntmakargatan-10-8473348287657675684","Slutpris
  Luntmakargatan 10","12 augusti 2022","2 850 000 kr","2 695 000 kr","Lägenhet","Bostadsrätt","1 rum","24 m²","Nej","","1891","2 065 kr/mån","4 320 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420530-18","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33414%2C18.030247&amp;size=640x350&amp;zoom=14&amp;signature=U3P7ahDUz6wNNFkHN82Gr0bzqJQ=""/>Såld 2022-08-12Fridhemsgatan 31LägenhetFridhemsplan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>38 m²1 rum1 879 kr/månSlutpris 3 610 000 kr+10 %95 000 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-fridhemsplan-stockholms-kommun-fridhemsgatan-31-2490271630026123635","Slutpris
  Fridhemsgatan 31","12 augusti 2022","3 610 000 kr","3 295 000 kr","Lägenhet","Bostadsrätt","1 rum","38 m²","","0,5, hiss finns ej","1903","1 879 kr/mån","5 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420538-19","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33713%2C18.0685654&amp;size=640x350&amp;zoom=14&amp;signature=7KRqf1h21XPbRAObVE_Bsbo1M20=""/>Såld 2022-08-14<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/9b/bf/9bbf163cfd285dde25f02bfef417bc24.png""/>EmiliaAspelinDavid bagares gata 7 / Regeringsgatan 70FLägenhetStockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>38 m²1 rum1 712 kr/månHissSlutpris 3 395 000 kr-3 %89 342 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-norrmalm-stockholms-kommun-david-bagares-gata-7-regeringsgatan-70f-4040292093524840881","Slutpris
  David bagares gata 7 / Regeringsgatan 70F","14 augusti 2022","3 395 000 kr","3 495 000 kr","Lägenhet","Bostadsrätt","1 rum","38 m²","Nej","","1982","1 712 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420547-20","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3291779%2C18.04249&amp;size=640x350&amp;zoom=14&amp;signature=sE6763-AG4Bw1cclYbRGqB4j4NA=""/>Såld 2022-08-15Hantverkargatan 28LägenhetKungsholmen, Stockholms kommun19 m²1 rum842 kr/månUteplatsHissSlutpris 2 600 000 kr±0 %136 842 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-hantverkargatan-28-1298873892925257056","Slutpris
  Hantverkargatan 28","15 augusti 2022","2 600 000 kr","2 600 000 kr","Lägenhet","Bostadsrätt","1 rum","19 m²","Nej","1, hiss finns","1883","842 kr/mån","6 960 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
"1693420555-21","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34247712745709%2C18.04125664102774&amp;size=640x350&amp;zoom=14&amp;signature=35DTQ48xH71LDIb7ojieFZ27U2k=""/>Såld 2022-08-15<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/03/9a/039ae706e1ae2476ddec156505507425.jpg""/>EmilHoffmanKarlbergsvägen 29A, 4 trLägenhetVasastan, Stockholms kommun<img alt=""BlumenthalHoffman Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/04/fe/04feb3f57be21cdd627ab164618fd23f.jpg""/>31 m²1 rum1 308 kr/månSlutpris 3 800 000 kr±0 %122 581 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-karlbergsvagen-29a,-4-tr-2229102863211148259","Slutpris
  Karlbergsvägen 29A, 4 tr","15 augusti 2022","3 800 000 kr","3 795 000 kr","Lägenhet","Bostadsrätt","1 rum","31 m²","","4 av 5","1898","1 308 kr/mån","7 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=16"
