web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Pages
"1693462099-29","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023Såld 2022-08-17Nina einhorns gata 3ALägenhetVasastan/Hagastaden, Stockholms kommun90 m²4 rum4 106 kr/månBalkongHissSlutpris 8 600 000 kr-4 %95 556 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-hagastaden-stockholms-kommun-nina-einhorns-gata-3a-3022322359320388321","Slutpris
  Nina einhorns gata 3A","17 augusti 2022","8 600 000 kr","8 995 000 kr","Lägenhet","Bostadsrätt","4 rum","90 m²","Ja","2, hiss finns","2018","4 106 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462107-30","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023Såld 2022-08-17Birger Jarlsgatan 123, 6 trLägenhetVasastan, Stockholms kommun79 m²3 rum3 363 kr/månBalkongHissSlutpris 8 300 000 kr-3 %105 063 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-birger-jarlsgatan-123,-6-tr-5859141221781753619","Slutpris
  Birger Jarlsgatan 123, 6 tr","17 augusti 2022","8 300 000 kr","8 595 000 kr","Lägenhet","Bostadsrätt","3 rum","79 m²","Ja","6 av 6, hiss finns","2000","3 363 kr/mån","4 500 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462134-31","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Såld 2022-08-17Karlbergsvägen 43BLägenhetVasastan - S:t Eriksplan, Stockholms kommun170 m²5 rum3 671 kr/månBalkongHissSlutpris 20 500 000 kr+28 %120 588 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-vasastan-s-t-eriksplan-stockholms-kommun-karlbergsvagen-43b-2250581392267248147","Slutpris
  Karlbergsvägen 43B","17 augusti 2022","20 500 000 kr","15 995 000 kr","Lägenhet","Bostadsrätt","5 rum","170 m²","Ja","1 av 5, hiss finns","1904","3 671 kr/mån","14 600 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462142-32","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023Såld 2022-08-18Roslagsgatan 22LägenhetVasastan, Stockholms kommun95 m²3 rum3 939 kr/månBalkongHissSlutpris 10 500 000 kr-4 %110 526 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-roslagsgatan-22-1377631176901372699","Slutpris
  Roslagsgatan 22","18 augusti 2022","10 500 000 kr","10 950 000 kr","Lägenhet","Bostadsrätt","3 rum","95 m²","Ja","3 av 5, hiss finns","1912","3 939 kr/mån","7 800 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462150-33","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023Såld 2022-08-18Sibyllegatan 71, 3 trLägenhetÖstermalm, Stockholms kommun93 m²3.5 rum2 418 kr/månBalkongSlutpris 11 450 000 kr-4 %123 118 kr/m²","https://www.hemnet.se/salda/lagenhet-3,5rum-ostermalm-stockholms-kommun-sibyllegatan-71,-3-tr-1511989746953291448","Slutpris
  Sibyllegatan 71, 3 tr","18 augusti 2022","11 450 000 kr","11 950 000 kr","Lägenhet","Bostadsrätt","3,5 rum","93 m²","Ja","3 av 5, hiss finns ej","1898","2 418 kr/mån","12 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462177-34","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023Såld 2022-08-18TinaEngströmDöbelnsgatan 41, 6trLägenhetVasastan, Stockholms kommun218 m²7 rum6 989 kr/månBalkongHissSlutpris 23 000 000 kr-6 %105 505 kr/m²","https://www.hemnet.se/salda/lagenhet-7rum-vasastan-stockholms-kommun-dobelnsgatan-41,-6tr-2124334682964063059","Slutpris
  Döbelnsgatan 41, 6tr","18 augusti 2022","23 000 000 kr","24 500 000 kr","Lägenhet","Bostadsrätt","7 rum","218 m²","Ja","6 av 6, hiss finns","1937","6 989 kr/mån","13 200 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462203-35","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023Såld 2022-08-18Nina einhorns gata 10LägenhetStockholms kommun71 m²3 rum4 041 kr/månBalkongHissSlutpris 6 600 000 kr±0 %92 958 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastaden-stockholms-kommun-nina-einhorns-gata-10-3915927587224491971","Slutpris
  Nina einhorns gata 10","18 augusti 2022","6 600 000 kr","6 600 000 kr","Lägenhet","Bostadsrätt","3 rum","71 m²","Ja","","2018","4 041 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462229-36","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023Såld 2022-08-18Inedalsgatan 25, 5 TrLägenhetKungsholmen, Stockholms kommun55 m²3 rum2 752 kr/månHissSlutpris 5 700 000 kr-3 %103 636 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-inedalsgatan-25,-5-tr-4303291633850363327","Slutpris
  Inedalsgatan 25, 5 Tr","18 augusti 2022","5 700 000 kr","5 900 000 kr","Lägenhet","Bostadsrätt","3 rum","55 m²","","5 av 5, hiss finns","1913","2 752 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=30"
"1693462256-37","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3425446%2C18.0272179&amp;size=640x350&amp;zoom=14&amp;signature=E5uWuuEvqNXwMfjpCViUDStg-P0=""/>Såld 2022-08-18<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/16/e7/16e77add81fa9756b40d3011dc9611d0.jpg""/>AdamFarhoumandTomtebogatan 48ALägenhetStockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>178+1 m²6 rum5 681 kr/månBalkongHissSlutpris 30 000 000 kr+5 %168 539 kr/m²","https://www.hemnet.se/salda/lagenhet-6rum-vasastaden-stockholms-kommun-tomtebogatan-48a-8740464798675396567","Slutpris
  Tomtebogatan 48A","18 augusti 2022","30 000 000 kr","28 500 000 kr","Lägenhet","Bostadsrätt","6 rum","178 m²","Ja","6 av 6, hiss finns","1906","5 681 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=29"
"1693462283-38","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3349724%2C18.0414963&amp;size=640x350&amp;zoom=14&amp;signature=2hFzDDMAfu98XyETU25QMoscnUk=""/>Såld 2022-08-19Grubbensringen 32BLägenhetKungsholmen, Stockholms kommun<img alt=""Alicia Edelman Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png""/>103 m²4 rum7 421 kr/månHissSlutpris 10 500 000 kr+5 %101 942 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-grubbensringen-32b-344682511334022064","Slutpris
  Grubbensringen 32B","19 augusti 2022","10 500 000 kr","9 995 000 kr","Lägenhet","Bostadsrätt","4 rum","103 m²","Nej","","1870","7 421 kr/mån","7 080 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=29"
"1693462291-39","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34396%2C18.0456219&amp;size=640x350&amp;zoom=14&amp;signature=BoyQEJrYMPkDRgQA9XjWy7kerYA=""/>Såld 2022-08-19<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/b0/bc/b0bce40e1ee1a36d41e6c4d48a2f5b2e.jpg""/>PerKnaustVästmannagatan 70, 5trLägenhetVasastan - Odenplan, Stockholms kommun<img alt=""Notar"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/20/cc/20cc4b76ca46cc2250eb9f2561a63e8c.png""/>81+13 m²3 rum3 019 kr/månBalkongHissSlutpris 9 450 000 kr+8 %116 667 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-odenplan-stockholms-kommun-vastmannagatan-70,-5tr-3629481353308504692","Slutpris
  Västmannagatan 70, 5tr","19 augusti 2022","9 450 000 kr","8 750 000 kr","Lägenhet","Bostadsrätt","3 rum","81 m²","Ja","5 av 5, hiss finns","1894","3 019 kr/mån","7 200 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=29"
"1693462317-40","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34344%2C18.0386562&amp;size=640x350&amp;zoom=14&amp;signature=XGSl8WJQ6jYoymPkvp3yEojbAKY=""/>Såld 2022-08-19<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/39/8b/398bc67d4ebe4673d2f93a34023f06b5.jpg""/>TinaEngströmSankt Eriksgatan 97LägenhetVasastan, Stockholms kommun<img alt=""Bjurfors Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png""/>99 m²3 rum3 944 kr/månHissSlutpris 9 700 000 kr-3 %97 980 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-sankt-eriksgatan-97-6247748317392408809","Slutpris
  Sankt Eriksgatan 97","19 augusti 2022","9 700 000 kr","9 990 000 kr","Lägenhet","Bostadsrätt","3 rum","99 m²","Nej","2 av 5, hiss finns","1925","3 944 kr/mån","5 400 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=29"
"1693462344-41","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.348514364725936%2C18.049011174698805&amp;size=640x350&amp;zoom=14&amp;signature=etRDzI3y7SeDF89GeKizyoSWxDI=""/>Såld 2022-08-19<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/70/56/7056481ea062e4edc2be5b93c5345793.jpg""/>VeronicaAnderssonHagagatan 50LägenhetVasastan, Stockholms kommun<img alt=""Behrer &amp; Partners"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/52/48/5248c2bdfed370e7e6ac0dd9ee223cff.png""/>92 m²4 rum5 766 kr/månBalkongHissSlutpris 9 600 000 kr-4 %104 348 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-hagagatan-50-7053521985182262035","Slutpris
  Hagagatan 50","19 augusti 2022","9 600 000 kr","9 950 000 kr","Lägenhet","Bostadsrätt","4 rum","92 m²","Ja","2 av 5, hiss finns","","5 766 kr/mån","10 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=29"
"1693462352-42","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","<img alt=""Birger Sjöbergs Väg 1, Kungsholmen - Fredhäll, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/d6/81/d6819b1068c5799c8b5140d994d1557a.jpg""/>Såld 2022-08-19<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/c8/94/c894712b02d4a3fb9909b3e60762b302.jpg""/>EmmaRågberg fd HjalmarssonBirger Sjöbergs Väg 1LägenhetKungsholmen - Fredhäll, Stockholms kommun<img alt=""Svensk Fastighetsförmedling Sthlm Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/73/80/7380eae8e412bea23a30d7cdd416f750.png""/>81 m²4 rum3 467 kr/månUteplatsHissSlutpris 6 700 000 kr-3 %82 716 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-fredhall-stockholms-kommun-birger-sjobergs-vag-1-7680504899739289580","Slutpris
  Birger Sjöbergs Väg 1","19 augusti 2022","6 700 000 kr","6 895 000 kr","Lägenhet","Bostadsrätt","4 rum","81 m²","","","1930","3 467 kr/mån","6 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=29"
